topology.core-test/edges,568.3121452270144,603.5711288329351
topology.core-test/should-produce-weighted-edges-for-multiple-calls,658.4544067382812,742.5513687256587
topology.symbols/zip-nodes,452.1331481933594,96.28380797695931
topology.core-test/should-report-java-interop,658.4544067382812,696.8993454347884
topology.symbols/symbols,396.4121398925781,129.42099424981708
topology.finder/find-sources,79.7074438706604,549.1000366210938
topology.dependencies/fq-ns,115.93187713623047,-27.262397778393016
topology.dependencies/sources,79.7074438706604,201.70419960278633
topology.dependencies/all-fq,86.57453917229057,19.0150146484375
topology.dependencies/interns,79.7074438706604,254.1591121647918
topology.core/print-weighted-edges,-178.66769409179688,-123.83282044744855
topology.core-test/syntax-quotes-add-seq-concat-list,658.4544067382812,648.2357330567861
topology.symbols/seq-map-zip,496.9039611816406,62.390436394928074
topology.dependencies/ns->fn-dep-map,-83.61927089562832,293.91682540571594
topology.finder/file-namespaces,79.7074438706604,435.5240173339844
topology.core/all-ns->fn-edges,-83.61927089562832,600.1376077440597
topology.dependencies/ns->edges,-84.74564361572266,368.57476593661494
topology.finder/clojurescript-file?,224.39010620117188,495.14701081550237
topology.finder/find-sources-in-dir,150.43479157722115,522.3776397950672
leiningen.topology/topology,-178.66769619373025,685.382568359375
topology.dependencies-test/should-compute-fn-calls-in-namespace,568.3121452270144,292.2002258300781
topology.dependencies/filtered,79.7074438706604,-77.95073699951172
topology.dependencies/dependencies,79.7074438706604,146.716796875
